id,questionusageid,slot,behaviour,questionid,variant,maxmark,minfraction,maxfraction,flagged,rightanswer,responsesummary,timemodified,questionattemptid,sequencenumber,state,fraction,timecreated,userid
6386944,270644,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583883392,1853856,2,gradedright,1,1583883392,4170
6323237,267615,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.5,0.7],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583539353,1836657,2,gradedright,1,1583539352,2733
6329528,267926,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583603734,1838307,2,gradedright,1,1583603733,3133
6377558,270273,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,0.7],[0.5,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583852157,1851497,2,gradedwrong,0,1583852157,3116
6318905,267366,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.1],[0.4,0.2],[0.8,0.5],[1.0,1.0]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | prt1-4-F",1583507565,1835418,2,gradedwrong,0,1583507565,3078
6314312,267098,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.5],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583490725,1834369,2,gradedpartial,0.5,1583490725,2867
6380929,270396,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.0,0.9],[1.0,1.0],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583867958,1852155,2,gradedwrong,0,1583867957,3593
6383300,270494,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,1.0],[0.7,0.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583874664,1852803,2,gradedright,1,1583874663,3589
6382347,270472,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.2,0.4],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583872391,1852647,2,gradedright,1,1583872391,3959
6378100,270292,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.6,0.0],[0.9,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583853814,1851619,2,gradedright,1,1583853814,2999
6403386,271713,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1584027813,1858579,1,gaveup,,1584027813,2750
6371156,269955,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.3,0.5],[0.8,0.9]] [score]; prt1: # = 0 | prt1-1-F",1583772963,1849788,2,gradedwrong,0,1583772963,3022
6379486,270364,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583861834,1851995,2,gradedright,1,1583861834,3014
6381231,270433,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,1.0],[0.8,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583869284,1852386,2,gradedright,1,1583869284,580
6378698,270318,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.1],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583856968,1851770,2,gradedpartial,0.5,1583856968,2667
6366827,269651,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.0,0.4],[0.0,0.4],[0.2,0.6]] [score]; prt1: # = 0 | prt1-1-F",1583748968,1848386,2,gradedwrong,0,1583748968,3351
6386632,270619,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.6,0.2],[0.8,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583882565,1853635,2,gradedpartial,0.5,1583882565,3362
6346794,268773,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583691851,1843243,2,gradedright,1,1583691850,2976
6387045,270641,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.4,0.1],[0.6,0.1],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1). | prt1-3-F | ATLogic_True. | prt1-4-T",1583883724,1853829,2,gradedpartial,0.5,1583883724,3230
6386198,270627,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583881880,1853707,2,gradedright,1,1583881880,3448
6375158,270140,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.5,0.0],[0.7,0.6]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583841194,1850836,2,gradedwrong,0,1583841194,3167
6320453,267445,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583513323,1835739,2,gradedright,1,1583513322,3168
6377831,270271,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,0.4],[0.7,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583852937,1851485,2,gradedright,1,1583852937,2980
6386108,270598,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.3],[0.6,0.3],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583881663,1853487,2,gradedpartial,0.5,1583881663,2752
6376761,270236,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,1.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583848703,1851284,2,gradedright,1,1583848702,4019
6332345,268098,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.3,0.5],[0.9,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583616176,1839253,2,gradedwrong,0,1583616176,2878
6377739,270285,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583852706,1851578,2,gradedright,1,1583852705,3406
6379619,270365,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.7,0.0],[1.0,0.5]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583862959,1852004,2,gradedpartial,0.5,1583862958,4945
6340761,268492,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583680176,1841590,1,gaveup,,1583680176,2905
6306543,266635,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[1.0,1.0],[1.0,0.0],[0.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583414565,1832580,3,gradedwrong,0,1583414564,4691
6376098,270204,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583845454,1851156,2,gradedright,1,1583845453,2864
6369652,269844,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.5,0.2],[0.3,0.9]] [score]; prt1: # = 0 | prt1-1-F",1583758903,1849292,2,gradedwrong,0,1583758902,3359
6375671,270146,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.6,0.9],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583843529,1850876,3,gradedright,1,1583843528,3807
6643638,283029,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1586379141,1921578,1,gaveup,,1586379141,3628
6377108,270243,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.9,0.5],[0.7,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583850253,1851323,3,gradedwrong,0,1583850253,2883
6383699,270504,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.3,1.0],[0.8,1.0],[0.3,0.7],[0.8,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583875932,1852871,2,gradedwrong,0,1583875932,2854
6384500,270529,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",1583877870,1853069,2,gradedpartial,0.5,1583877870,3175
6469884,274852,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1584654813,1876008,1,gaveup,,1584654813,4017
6311687,266966,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.4,0.2],[0.8,0.6],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583444357,1833879,2,gradedright,1,1583444357,3651
6382641,270499,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.8],[0.3,0.8],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583873106,1852842,2,gradedright,1,1583873106,4168
6381218,270440,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583869266,1852427,2,gradedright,1,1583869266,3102
6322278,267553,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.7],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583527206,1836312,2,gradedright,1,1583527206,2828
